0.41165,0.61072,0.3516,2.3019,4.896,0.17886,0.14513,1.9402,0.18981,1.4311,0.56226,0.25042,0.32914,0.24269,0.83538,0.49504,1.5347,1.887,0.36094,0.7024,0.34025,0.3021,0.14626,1.5255,3.0121,1.2564,0.21621,0.26129,0.66521,0.13555,0.371,2.4828,0.30202,0.37478,0.27409,0.67447,0.47154,0.36625,0.47919,0.32262,0.27755,0.39467,0.24044,0.14888,0.6888,0.15743,1.1795,0.24087,0.28983,1.0945,0.13905,0.13004,0.15436,0.086888,0.11851,0.1444,0.10232,0.094233,0.18639,0.11668,0.35224,0.20232,1.3105,1.6468,0.088465,0.85411,0.67967,0.15436,0.10025,0.10833,0.086888,0.088548,0.34909,0.093818,0.10772,0.10477,1.3696
0.43873,0.58745,0.35105,2.3781,4.8466,0.18043,0.14733,1.9541,0.1935,1.361,0.59251,0.25495,0.32906,0.23983,0.81559,0.50091,1.4713,1.7417,0.37956,0.71157,0.34132,0.30365,0.14807,1.5013,2.9713,1.2867,0.21801,0.25953,0.6654,0.13401,0.36739,2.491,0.2918,0.3611,0.27693,0.64938,0.46471,0.35881,0.46471,0.31395,0.27448,0.38749,0.23566,0.15523,0.72261,0.16609,1.2272,0.25069,0.30226,1.1137,0.14615,0.13481,0.15735,0.090873,0.12828,0.15201,0.11447,0.1008,0.20296,0.12109,0.38974,0.21964,1.4252,1.709,0.093564,0.86095,0.72403,0.17085,0.099475,0.11299,0.090873,0.088932,0.37646,0.09546,0.11518,0.11178,1.4865
0.43355,0.62177,0.35617,2.288,4.7869,0.17796,0.14962,1.9442,0.19604,1.3294,0.57673,0.24801,0.32441,0.23986,0.85455,0.51296,1.4746,1.7182,0.3982,0.69336,0.34045,0.31341,0.14807,1.5033,3.0409,1.2782,0.22105,0.26544,0.66852,0.13699,0.36032,2.5068,0.29264,0.36187,0.2766,0.64458,0.46287,0.34452,0.47085,0.30983,0.26658,0.38077,0.21852,0.157,0.72898,0.17092,1.2979,0.25704,0.32873,1.0895,0.15791,0.12661,0.16223,0.092215,0.12374,0.15004,0.11287,0.10027,0.20845,0.12129,0.43464,0.21741,1.4164,1.7172,0.092124,0.84877,0.72093,0.16491,0.1009,0.11285,0.092215,0.090441,0.37104,0.095263,0.11355,0.1085,1.6403
0.41622,0.58094,0.33763,2.3225,4.6879,0.20984,0.16613,2.0263,0.19488,1.5017,0.54912,0.27935,0.35501,0.29546,0.82413,0.48983,1.4751,2.0079,0.4497,0.6851,0.36306,0.34172,0.16894,1.211,2.7962,1.3366,0.24434,0.26287,0.69149,0.15271,0.38657,2.3538,0.32434,0.40408,0.31079,0.70324,0.51475,0.36421,0.51577,0.3453,0.30926,0.41673,0.3752,0.1523,0.71572,0.17339,1.518,0.27903,0.27366,1.1286,0.15044,0.15639,0.17447,0.097142,0.13242,0.15421,0.116,0.11056,0.22119,0.13657,0.40576,0.2364,1.3977,1.8426,0.11286,0.93224,0.78449,0.18086,0.12501,0.12478,0.097142,0.10475,0.36876,0.12277,0.13881,0.1383,1.601
0.41962,0.59568,0.34616,2.2824,4.5524,0.2056,0.16751,2.0588,0.18539,1.4512,0.53155,0.27685,0.3507,0.26817,0.83444,0.49009,1.4279,1.9428,0.46638,0.66356,0.35458,0.34279,0.16868,1.278,2.7943,1.312,0.24187,0.26403,0.67794,0.14937,0.38451,2.37,0.31753,0.39435,0.30237,0.66758,0.51795,0.3481,0.49476,0.33917,0.30121,0.40433,0.37959,0.15456,0.74105,0.17918,1.5878,0.28637,0.29845,1.1645,0.15885,0.15503,0.18159,0.10109,0.13698,0.1618,0.13202,0.11196,0.24653,0.13591,0.46427,0.2429,1.4808,1.9383,0.11531,0.96262,0.84771,0.19836,0.12538,0.12787,0.10109,0.10679,0.41886,0.11431,0.13537,0.14315,1.7749
0.43028,0.604,0.35325,2.2941,4.6226,0.21017,0.16945,2.0589,0.18768,1.3869,0.54454,0.27867,0.34989,0.25657,0.82606,0.50124,1.479,1.8925,0.47682,0.64653,0.35519,0.34343,0.17281,1.1802,2.8432,1.3922,0.24119,0.27311,0.67729,0.15084,0.376,2.3722,0.31499,0.38892,0.28487,0.64846,0.51895,0.34058,0.49452,0.33386,0.29147,0.39694,0.36786,0.15608,0.74969,0.1796,1.5717,0.27695,0.31958,1.0802,0.16893,0.1448,0.17675,0.10238,0.13419,0.16812,0.12549,0.11081,0.22773,0.1312,0.46016,0.23508,1.4498,1.9264,0.11604,0.88477,0.81121,0.18314,0.12651,0.12744,0.10238,0.10523,0.42291,0.11217,0.13535,0.13671,1.7465
0.43397,0.58165,0.34746,2.3666,4.5351,0.22829,0.18655,2.0403,0.1985,1.6344,0.51697,0.30381,0.3763,0.2815,0.85598,0.49212,1.5155,2.0405,0.50438,0.65509,0.40147,0.36451,0.18863,1.1232,2.6357,1.3831,0.2651,0.28007,0.70273,0.16441,0.41118,2.3205,0.35017,0.43349,0.33854,0.76804,0.56635,0.37407,0.55218,0.3653,0.33392,0.42632,0.47156,0.14758,0.71198,0.17949,1.7984,0.29625,0.27056,1.0466,0.1499,0.15189,0.18413,0.09919,0.14477,0.15396,0.11759,0.11634,0.22763,0.14684,0.42129,0.24131,1.3573,1.8875,0.11866,1.043,0.80935,0.18413,0.14377,0.13438,0.09919,0.11303,0.41193,0.13913,0.15885,0.15968,1.5497
0.43264,0.58529,0.34005,2.3453,4.4296,0.22293,0.18644,2.0837,0.19696,1.4783,0.51996,0.29368,0.3724,0.26612,0.8495,0.49654,1.4625,1.927,0.50801,0.65174,0.37431,0.37431,0.17831,1.118,2.6463,1.3663,0.26006,0.27536,0.7021,0.16557,0.38961,2.3672,0.34053,0.4226,0.33495,0.72138,0.54482,0.35296,0.52904,0.35105,0.30978,0.40778,0.45702,0.15342,0.70764,0.18118,1.8635,0.2994,0.29949,1.1955,0.15815,0.16034,0.18976,0.10324,0.14545,0.16472,0.12408,0.12058,0.25614,0.1395,0.46814,0.25053,1.4383,2.0437,0.12128,0.97911,0.87578,0.19878,0.14633,0.13753,0.10324,0.11734,0.39695,0.12803,0.16148,0.16542,1.7149
0.41633,0.58027,0.34241,2.2909,4.3797,0.22332,0.18082,2.0062,0.19472,1.3599,0.51369,0.28771,0.36319,0.26146,0.8064,0.49463,1.4461,1.9637,0.50056,0.64731,0.35194,0.35444,0.18363,1.0872,2.6238,1.3493,0.24833,0.27224,0.68497,0.16613,0.37851,2.3054,0.33319,0.40789,0.3174,0.68638,0.5226,0.3485,0.51729,0.33631,0.30099,0.38539,0.45446,0.16179,0.76604,0.18049,1.9455,0.31734,0.31697,1.194,0.17118,0.1602,0.19239,0.11332,0.14848,0.17286,0.1336,0.12587,0.25203,0.1429,0.49141,0.25435,1.5133,2.1109,0.12271,1.0205,0.89685,0.20086,0.15044,0.14284,0.11332,0.11369,0.46954,0.1349,0.16458,0.17053,1.9772
0.4352,0.57057,0.41421,2.3955,4.1123,0.26015,0.21495,1.9631,0.21495,1.6162,0.52053,0.37039,0.4209,0.32426,0.84963,0.50761,1.5489,2.0378,0.56342,0.65199,0.3833,0.44811,0.22671,1.0355,2.4797,1.4264,0.29451,0.34456,0.72763,0.19926,0.43473,2.1974,0.42735,0.49539,0.45065,0.84802,0.63215,0.40821,0.60678,0.40983,0.384,0.48686,0.57795,0.16006,0.729,0.20065,2.2016,0.34491,0.28543,1.0639,0.16622,0.18999,0.19551,0.10662,0.1422,0.17213,0.13437,0.14464,0.25615,0.16931,0.46964,0.27978,1.4726,2.0786,0.15993,1.1088,0.91809,0.21658,0.2099,0.15146,0.10662,0.1336,0.47401,0.167,0.21581,0.21979,1.7334
